"Praediktor","Schaetzung","Std_Fehler","t_Wert","p_Wert"
"Konstante",-0.471222172179656,0.436312118075834,-1.08001165371656,0.282152081071773
"Vertrauenswuerdigkeit",0.154082456540505,0.105639061917033,1.45857463843742,0.147112737315334
"Informationsqualitaet",0.301279867687472,0.111094495739919,2.71192434585411,0.00760169585329215
"Einstellung_UGC",0.369493239892584,0.0815919478929312,4.52855029735839,1.33528427733956e-05
