"Praediktor","Schaetzung","Std_Fehler","t_Wert","p_Wert"
"Konstante",-0.471222172179656,0.364455953651544,-1.29294683612218,0.19834025287177
"Vertrauenswuerdigkeit",0.154082456540505,0.11262613941174,1.36808788213195,0.173662876291981
"Informationsqualitaet",0.301279867687472,0.0937440938109156,3.21385439273819,0.00165459611449666
"Einstellung_UGC",0.369493239892584,0.0891982076865662,4.14238412940927,6.17405764977324e-05
